feature	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52
LLM.2018.09.24	NA	NA	-1.67259765441981	-2.546450170108	-4.32818077682699	-8.07001212616501	-5.19731645044009	-6.75590353573695	-3.08964093291395	-5.07489434754476	-5.25155949522408	-4.1946571039896	-3.3680735039505	-6.69450299107281	-11.279465491794	NA	-5.87858605551178	NA	-5.3907222428957	NA	-8.8871480690152	NA	-6.08964093291395	-8.9575373969066	NA	-7.85320073709187	-7.25709767876551	-13.279465491794	-12.279465491794	NA	-10.9575373969066	-11.279465491794	NA	-8.03153797835038	-9.69450299107281	-10.6945029910728	-13.279465491794	-7.17094103501579	NA	-10.1095404903517	-8.47211056973636	-10.9575373969066	NA	NA	NA	-12.279465491794	-13.279465491794	-10.1095404903517	NA	-11.279465491794	NA	NA
LLM.2018.09.29	NA	-11.6918888861965	-1.5960523523447	-3.83390789106895	-2.97649882658946	-7.01006484622278	-4.52865853732822	-4.19470234556381	-5.72226253524005	-4.15791031419417	-5.64749476683807	-2.99376303389368	-5.0384466475926	-7.01006484622278	-8.10692638547537	-11.6918888861965	-6.97307063874058	NA	-5.01946354422503	NA	-9.18938854566734	NA	-5.5694922548368	-9.10692638547537	NA	-8.63299519714296	-7.27685138691768	-10.1069263854754	-11.6918888861965	-12.2768513869177	-8.95492329203032	-10.1069263854754	NA	-8.52196388475421	-8.95492329203032	-9.81741976828038	-11.2768513869177	-6.97307063874058	-13.2768513869177	-8.06739802128873	-8.52196388475421	-8.75328943086067	NA	NA	-13.2768513869177	-10.2768513869177	-10.6918888861965	-9.36996079130916	-12.2768513869177	-12.2768513869177	-11.6918888861965	NA
LLM.2018.10.03	NA	-10.9520131648895	-2.3655486390031	-3.0791844053546	-3.20382031530003	-6.63008507000212	-4.39742431321185	-3.77808623288968	-4.73866588315605	-3.35656918030001	-5.08906591686856	-3.51905375761338	-4.67402841758972	-6.46658633771924	-8.10401625833454	-11.6889787590557	-5.88162383699809	NA	-4.6050562755106	NA	-7.9885390409146	NA	-5.83931303214012	-9.10401625833454	NA	-7.71935240809921	-6.47952539342674	-10.2739412597768	-9.57350154163576	-12.2739412597768	-7.54602080521365	-9.68897875905569	NA	-7.41596026464928	-8.2295471404184	-7.63008507000212	-11.2739412597768	-6.9885390409146	-13.2739412597768	-7.54602080521365	-8.41596026464928	-9.81450964113955	NA	-10.2739412597768	-12.2739412597768	-10.6889787590557	-10.6889787590557	-9.57350154163576	-13.2739412597768	-13.2739412597768	-12.2739412597768	NA
LLM.2018.10.07	NA	-7.56370962158224	-3.71725487983569	-1.90165753367727	-2.81396909255857	-5.83788458502123	-4.24178152669487	-8.21975522036487	-7.50926183755986	-2.7633074601664	-4.79247412533128	-4.36026749398715	-5.60593785697153	-6.70956048804569	-7.67918683900217	-10.4567944176657	-4.70956048804569	NA	-6.07432478084331	NA	-5.30414740765525	NA	-7.74058738366632	-8.74058738366631	-8.74058738366631	-7.35725874411481	-7.80471772108603	-9.80471772108603	-7.94222124483597	-11.2641493397233	-5.812938227891	-9.17668649847299	NA	-7.11440222021865	-8.87183191694457	-7.13486632277836	-11.2641493397233	-6.67918683900217	-13.2641493397233	-7.53622888516013	-8.56370962158224	-10.4567944176657	NA	-11.2641493397233	NA	-9.45679441766572	-10.4567944176657	-12.2641493397233	-13.2641493397233	NA	-12.2641493397233	NA
LLM.2018.10.17	NA	-2.10500810849366	-7.29389126763986	-3.27117119113977	-3.2641439242458	-4.99040042100917	-3.65462234736078	-4.55692567347365	-9.10124618969746	-4.1890221497859	-4.98576897227752	-3.7793180948101	-3.27681775428091	-7.00438465044487	-6.98576897227752	-11.2711711911398	-6.01378334844712	NA	-5.15742902509058	NA	-9.10124618969746	-13.2711711911398	-6.58467066395655	-8.74760923508276	-10.9492430962524	-6.94924309625241	-5.75547135285573	-11.6862086904186	-8.57073147299868	-13.2711711911398	-10.2711711911398	-10.2711711911398	NA	-8.06171782551082	-9.02324367769619	-7.98576897227752	-10.4638162690822	-7.46381626908217	-13.2711711911398	-8.10124618969746	-8.02324367769619	-10.2711711911398	NA	-9.68620869041862	NA	-9.46381626908217	-11.2711711911398	-8.87885376836101	-13.2711711911398	NA	-11.6862086904186	NA
LLM.2018.11.04	NA	-10.6812384117778	-4.98543014236836	-2.89769445099127	-2.43885820826485	-2.75642590817202	-3.91526173095253	-6.08629182248403	-7.62234472272424	-2.77735656604162	-5.49141385289779	-4.03018672059888	-5.72704210139093	-6.34733767522437	-6.32368640715972	-9.68123841177781	-4.93528403438434	NA	-5.01353548004871	NA	-7.9442728176116	-6.69634530416801	-6.35931031689044	-8.62234472272424	NA	-6.74263895644195	-8.80676929386166	-11.6812384117778	-10.9442728176116	-13.266200912499	-7.05674754687001	-8.45884599044136	NA	-7.38355786313712	-9.01827339905538	-10.9442728176116	-11.6812384117778	-6.89116148115204	NA	-8.68123841177781	-8.35931031689044	-11.266200912499	NA	-11.266200912499	NA	-10.266200912499	-9.80676929386166	-12.266200912499	-13.266200912499	NA	-11.266200912499	NA
LLM.2018.11.14	NA	-12.2736499239437	-2.81217047665754	-2.79690372000423	-3.8706379003687	-7.46629500188609	-4.97444190555641	-5.51209869149921	-4.25405919558581	-4.05933080314293	-4.49229021041903	-3.36076058771373	-3.334070709629	-7.00686338324879	-7.12390280443901	-10.9517218290563	-5.34883742033791	NA	-4.282128077868	NA	-10.1037249225014	-4.7461729178833	-6.19683432689286	-9.46629500188609	-7.12390280443901	-7.68868742322254	-5.70379431561274	-10.9517218290563	-7.08382536506367	-13.2736499239437	-10.2736499239437	-9.27364992394369	NA	-7.29637000044378	-8.75008796788668	-6.26242266852044	-10.6886874232225	-6.34291258638081	-13.2736499239437	-8.62979373416897	-8.5732102058026	-8.46629500188609	NA	-11.2736499239437	NA	-10.2736499239437	-13.2736499239437	-9.27364992394369	-11.6886874232225	NA	-11.6886874232225	NA
LLM.2018.11.24	NA	NA	-2.74851925528645	-3.66519087168755	-3.10497503330208	-5.91357850155695	-3.85783594962995	-3.74851925528645	-10.1099757143605	-3.44542966581854	-4.46932908106162	-3.52167750107604	-3.71004510747181	-5.91357850155695	-6.97611996762566	NA	-5.93117256157168	NA	-4.85783594962995	NA	-9.19243787455242	-4.78804761947309	-6.26867346037951	-8.23550659644431	-6.82046909716546	-6.47254579374516	-7.37301012019424	NA	-8.32570440541589	NA	-10.4725457937452	-10.6949382150816	NA	-8.07044735017381	-9.27990071580276	-9.27990071580276	-12.2799007158028	-6.99449849694051	NA	-8.27990071580276	-6.78804761947309	-8.1506176988578	NA	-11.6949382150816	NA	-9.82046909716546	-9.57946099766167	-9.69493821508161	NA	NA	NA	NA
LLM.2018.12.01	NA	NA	-3.31845102140457	-3.58641375830344	-3.0802283709664	-4.51502912506667	-3.71384667763167	-3.22461828030157	-9.37301012019424	-3.4126219760931	-4.73300625591513	-3.47415684365114	-3.41726335824397	-6.56565519813664	-7.17137625902459	NA	-5.99449849694051	NA	-5.2300521663522	NA	-10.6949382150816	-8.03197320235918	-6.32570440541589	-8.47254579374516	NA	-6.20308511875193	-6.59340018861954	-11.2799007158028	-7.07044735017381	NA	-9.69493821508161	-10.2799007158028	NA	-7.75633875974575	-7.99449849694051	-8.03197320235918	-10.2799007158028	-6.0607321953406	NA	-8.57946099766167	-8.52501321363929	-7.92234871118468	NA	-12.2799007158028	NA	-10.6949382150816	-10.9579726209154	-8.75633875974575	NA	NA	-12.2799007158028	NA
LLM.2018.12.12	NA	-6.91624359459618	-6.19698000216343	-2.76303143129637	-2.81744118410598	-5.33715766021169	-4.29651567571435	-4.34898309560848	-6.61558411646247	-2.98723783760631	-4.5189080970508	-3.10512348108203	-4.17050779080224	-6.58729507203105	-7.39115254985242	NA	-5.18103845829441	NA	-4.79401533518516	NA	-8.06434223358531	NA	-6.26256834379101	-7.60137025724277	-7.71920674753663	-6.12404847970958	-5.91624359459618	NA	-6.24037259767681	NA	-8.31959928882739	-8.81436398057697	NA	-7.41581460408669	-7.60137025724277	-6.53232861281312	-11.2737955992143	-5.93394559632964	NA	-7.91624359459618	-6.98839338035202	-8.36690500360575	NA	NA	NA	-9.18633275796392	-11.6888330984931	-10.6888330984931	NA	NA	-12.2737955992143	NA
LLM.2018.12.25	NA	-9.47269083924278	-4.90500632995346	-3.42517737804015	-3.04522833018306	-5.71019015296944	-3.63438732889167	-3.6634969175214	-7.0512270708045	-3.67827497289267	-4.59354523411717	-2.95924521241875	-3.18596807562848	-6.74088695019235	-7.39740271193854	NA	-5.47914586138008	NA	-4.463062138045	NA	-10.2800457613004	-8.11012075985807	-6.12017442452199	-8.32584945091351	-7.47269083924278	-7.1302986417957	-6.18201367833986	-12.2800457613004	-7.55212530673719	-9.28004576130038	-8.69508326057923	-9.69508326057923	NA	-7.99464354243814	-8.63618957152566	-5.47269083924278	-12.2800457613004	-6.17152130452222	NA	-9.19258292005004	-7.07059239567143	-7.55212530673719	NA	-13.2800457613004	NA	-9.57960604315929	-11.2800457613004	-8.42206476617281	NA	NA	-8.95811766641302	-11.2800457613004
LLM.2019.01.13	-3.33066290486497	-11.6940676357285	-6.16008906372614	-3.7752043984539	-2.98670850364761	-4.29889055881049	-3.5682237027503	-4.10161059846041	-7.9936279175874	-3.34977172781268	-4.84857758478412	-3.48949649147929	-3.42884329880387	-6.93918013356502	-6.56478461878353	NA	-5.77918424936644	NA	-4.97982211806237	NA	-11.2790301364496	-9.81959851781235	-5.97524938827255	-9.47167521439204	-7.85276538174755	-7.52414263428618	-4.92147813183156	-12.2790301364496	-8.95710204156229	NA	-8.0695767708207	-10.2790301364496	NA	-7.92147813183156	-8.63517394667492	-8.63517394667492	-11.6940676357285	-6.5375631500485	NA	-7.78717704011997	-7.78717704011997	-8.75546818039264	NA	-10.1091051350073	NA	-9.81959851781235	-11.6940676357285	-9.03110262300606	-12.2790301364496	NA	-8.81959851781235	NA
LLM.2019.01.27	-3.41969887664871	-6.61791292252244	-5.68366736800616	-3.10119872277356	-3.17809232231371	-5.93627440238961	-3.92518522372781	-5.11625306849585	-8.41814341014667	-3.12004132898556	-5.00933786457934	-3.46555277053309	-3.52458034618514	-6.52123690311077	-6.60369906330274	NA	-5.40575968569083	NA	-4.65041556220977	NA	-9.1886615640239	-9.27612440527424	-5.40575968569083	-9.02819689183065	-7.52123690311077	-6.46876948321663	-5.42437536385818	NA	-6.95419631038687	NA	-9.10619940383192	-10.4687694832166	NA	-7.75256244921722	-8.52123690311077	-7.12637728576956	-11.6911619045531	-6.05695588481208	NA	-8.1886615640239	-7.60369906330274	-8.1886615640239	NA	-10.9541963103869	NA	-9.46876948321663	-10.2761244052742	-8.81669278663694	NA	NA	-9.1886615640239	NA
LLM.2019.02.10	-3.97132526696901	-6.7515440590891	-9.95317792025875	-3.15357249780608	-3.05593749468395	-5.32673878356143	-3.82183538113549	-4.7554697623029	-7.57466629700502	-3.32090970475924	-4.39858906858111	-3.29782609164619	-3.53870408382782	-7.14582299820114	-6.56086049747999	NA	-5.82389490331378	NA	-4.25273820211766	NA	-10.4677510930885	NA	-5.84884126044401	-8.41712502001854	-7.60268067317462	-6.480690148796	-4.91755401052803	-13.2751060151461	-6.91755401052803	NA	-9.27510601514611	-10.690143514425	NA	-7.95317792025875	-8.36821541953759	-7.20901682468834	-11.690143514425	-6.06565264951716	NA	-7.7515440590891	-7.1051810137038	-7.98970379628386	NA	-10.4677510930885	NA	-9.69014351442496	-10.690143514425	-8.69014351442496	NA	NA	-9.27510601514611	NA
LLM.2019.02.24	-4.07390809802819	-6.40821991737139	-9.45884599044136	-3.32956297349639	-2.74558223194268	-4.03738222200308	-3.51465685340986	-4.06162976824976	-9.80676929386166	-4.30619898043088	-4.49141385289779	-3.50132932176287	-3.43331089833422	-7.43331089833422	-5.80676929386166	NA	-5.83993615779686	NA	-4.38050453915957	NA	-10.0962759110566	NA	-5.99007650722472	-8.35931031689044	-6.66628807031183	-6.72704210139093	-6.45884599044136	-12.266200912499	-8.17873807124862	NA	-8.09627591105665	-10.6812384117778	-8.31200460211209	-7.77434781616929	-7.38355786313712	-8.45884599044136	-12.266200912499	-6.8738834897202	NA	-8.01827339905538	-7.80676929386166	-8.35931031689044	NA	-9.45884599044136	NA	-9.80676929386166	-9.17873807124862	-9.68123841177781	NA	NA	-7.9442728176116	NA
LLM.2019.03.18	-5.59772395534501	-2.73681956501067	-11.2701492973165	-3.36626745158032	-3.1370070849159	-7.51526179515303	-4.14344482447331	-6.89510986596958	-7.5422288427533	-3.58540067689488	-3.61551326878854	-3.16293222172512	-4.99868626941213	-5.59066919781106	-8.06069593168755	NA	-5.00805445194632	NA	-4.23672629577905	NA	-7.59772395534501	NA	-6.48878958379184	-7.56970957917541	-6.71556044563887	-5.19868693475988	-6.0033627566216	NA	-9.18268645606616	NA	-10.2701492973165	-11.6851867965953	NA	-9.10022429587419	-9.56970957917541	-9.4627943752589	-9.4627943752589	-7.14086628037154	-13.2701492973165	-8.10022429587419	-5.97552854842488	-9.36325870170799	NA	-11.6851867965953	NA	-10.4627943752589	-8.62629310754178	-8.02222178387292	NA	NA	-7.02222178387292	NA
LLM.2019.03.31	-3.4488251215984	-4.76439772144594	-9.27219236164464	-2.65840289717206	-3.42670231070026	-7.36530176603612	-4.16628385307348	-7.12244524213996	-11.2721923616446	-2.88956833506972	-4.65014054218826	-3.26516509475067	-4.04819068744653	-6.34145502408175	-5.81276074300734	NA	-5.69476353360889	NA	-4.01952692919439	NA	-9.46483743958703	NA	-5.42670231070026	-9.1847295203943	-11.6872298609235	-7.14290934469967	-6.19537676459381	NA	-8.36530176603612	NA	-8.51730485948117	-10.2721923616446	NA	-7.22779824228618	-8.62833617186991	-8.36530176603612	-10.464837439587	-6.59976701967314	-13.2721923616446	-7.81276074300734	-9.68722986092348	-6.55794684397851	NA	NA	NA	-9.95026426675727	-9.81276074300734	-9.57175264350355	-13.2721923616446	NA	-9.1847295203943	-13.2721923616446
LLM.2019.04.14	-3.58818836759009	NA	-8.74234605317409	-3.23386228230029	-2.96441181424855	-5.09598300778879	-3.64935916545211	-5.15738355245293	-9.2659080092311	-2.64477189595646	-4.89522060242388	-3.88220371675705	-3.90615844890877	-6.30012372456901	-5.95302505394675	NA	-5.27722332245894	NA	-4.48783087969574	NA	-9.2659080092311	NA	-5.51102050706763	-8.13662499228614	-7.48454829570644	-6.31171169884423	-6.68094550850994	-12.2659080092311	-9.09598300778879	NA	-7.74234605317409	-10.6809455085099	NA	-6.839643254529	-8.05645464360215	-7.8064763905938	-10.6809455085099	-7.03708931873522	NA	-8.8064763905938	-7.5379875546679	-7.2659080092311	NA	-10.4585530871735	NA	-9.94397991434374	-9.09598300778879	-8.8064763905938	NA	NA	-7.17844516798076	NA
LLM.2019.04.28	-2.64994491253319	-13.2664937563122	-7.74293180025517	-2.82355026046346	-2.95021222456596	-4.47533086775717	-3.47045414748241	-5.53857330174898	-10.4591388342546	-4.49170669671101	-5.152751590263	-3.70998770164026	-3.70234426632645	-7.20040456585441	-5.43360374214744	NA	-5.68906492827644	NA	-5.60828227356039	NA	-9.68153125559103	NA	-5.3416812527064	-8.51160625414871	-6.99970721561728	-6.69663814798124	-6.28921383281227	NA	-8.74293180025517	NA	-8.26649375631218	-11.2664937563122	NA	-7.87417633353342	-7.68153125559103	-9.09656875486987	-11.2664937563122	-6.52502676991104	NA	-8.26649375631218	-8.45913883425458	-7.62263756653746	NA	-11.681531255591	NA	-10.681531255591	-9.68153125559103	-7.65178391219698	NA	NA	-7.17903091506184	NA
LLM.2019.05.12	-2.0703893278914	-9.57146095425045	-9.46454575033394	-3.71347995912288	-2.83206978841015	-6.26067341696829	-3.81657345208698	-4.54058164136648	-10.9499725775042	-4.52035661330244	-4.83727244475482	-3.94997257750418	-3.3575155402361	-6.91434866777346	-5.71731182071391	NA	-5.82068956055921	NA	-4.89252230532028	NA	-9.10197567094923	NA	-5.41391967726397	-8.14261765544658	-7.3892576230297	-7.24953285936309	-6.86250973625384	-9.94997257750418	-9.57146095425045	NA	-8.57146095425045	-11.6869381716704	NA	-8.41391967726397	-7.71731182071391	-10.4645457503339	-11.6869381716704	-6.65719082827634	NA	-7.71731182071391	-8.81246905375425	-8.81246905375425	NA	-10.6869381716704	NA	-11.6869381716704	-9.27190067239154	-7.41391967726397	NA	NA	-7.91434866777346	NA
LLM.2019.05.19	-2.6180343223268	NA	-7.51599179316532	-3.36098621155874	-3.07489199730028	-4.72784747507355	-3.58964088355098	-5.08105473644877	-7.51599179316532	-4.58088132390934	-4.79109903129968	-3.5497801066216	-3.062644936989	-7.43798928116404	-6.28219460855662	NA	-5.64882747587241	NA	-4.94895120044142	NA	-9.18341645407845	NA	-6.58437876814557	-8.81144767669149	-9.81144767669149	-6.98547707646654	-5.1571371292796	-9.94895120044142	-7.77902619899911	-12.2708792953288	-8.31668298494191	-10.9489512004414	NA	-7.36398869972027	-8.87856187255002	-6.51599179316532	-13.2708792953288	-6.96709854715168	NA	-7.98547707646654	-9.81144767669149	-8.22648517597033	NA	-13.2708792953288	-11.2708792953288	-9.18341645407845	-10.6859167946076	-8.57043957718769	-13.2708792953288	NA	-7.98547707646654	NA
LLM.2019.06.02	-3.90002512759008	NA	-7.35945674622737	-3.17888450058555	-2.9466752208889	-4.63699072175628	-3.42242629054686	-4.72718853072786	-9.17888450058555	-4.49816301705897	-4.45256615061886	-3.24675661347801	-3.41147895857566	-6.3474841045613	-5.42714355373895	NA	-5.64429552237952	NA	-4.22195322247744	NA	-8.8069157231986	-6.15782288505772	-5.78253156457164	-11.2663473418359	-7.87402991905713	-6.72718853072786	-6.11660022233121	-8.22195322247744	-7.8069157231986	NA	-9.5659076236948	-11.2663473418359	NA	-7.98094512297364	-8.87402991905713	-7.74278538577888	-9.5659076236948	-7.01841982839231	NA	-7.98094512297364	-7.8400825871338	-7.98094512297364	NA	NA	NA	-9.45899241977829	-9.35945674622737	-8.22195322247744	NA	NA	-7.74278538577888	NA
LLM.2019.06.16	-2.8054628627164	NA	-8.1041619041921	-3.54957305251446	-3.49765387318968	-6.37926914232647	-3.48455326066405	-6.44119689146967	-7.12433978612973	-3.79430664160531	-4.78223380930474	-3.42702955954308	-2.92757317246878	-6.24066390409696	-6.97030615745731	NA	-6.3671963100259	NA	-4.33157240029517	NA	-10.6891244049133	-6.49272719210975	-6.16556244885625	-7.60166156366292	-7.65937706151921	-6.5875863784512	-4.67417406344729	-10.1041619041921	-8.41610591050684	NA	-10.2740869056344	-12.2740869056344	NA	-8.1041619041921	-9.27408690563441	-7.60166156366292	-9.81465528699712	-6.68912440491326	NA	-8.63023071585969	-6.17605482267389	-7.98868468677217	NA	NA	NA	-10.4667319835768	-9.81465528699712	-7.18662406438408	-13.2740869056344	NA	-8.31989059524754	NA
LLM.2019.06.23	-1.88625941046827	NA	-9.1873520732005	-3.21547045362641	-2.9540143655692	-6.67490207226371	-3.98710253490139	-6.39217186508899	-10.1048899130085	-4.10990798777515	-4.67490207226371	-3.94838542732853	-3.60062264630515	-6.13526356205204	-6.81538329581354	NA	-6.3323004091116	NA	-4.81538329581354	NA	-9.02688740100725	-6.95288681956347	-5.95288681956347	-8.63095872467611	-8.10488991300852	-6.0949058244359	-7.29753499095092	NA	-10.9528868195635	NA	-10.2748149144508	-13.2748149144508	NA	-8.68985241372968	-8.51992741228737	-10.9528868195635	-10.9528868195635	-7.16629045767267	NA	-8.88249749167208	-7.95288681956347	-7.95288681956347	NA	-11.6898524137297	NA	-9.95288681956347	-9.02688740100725	-8.10488991300852	NA	NA	-7.57437519630974	NA
LLM.2019.07.14	-2.4083986141241	NA	-4.29607860576678	-4.26773398007282	-2.39530761653816	-7.22896440990825	-4.26213127384344	-7.12361140976202	-7.6009331872952	-4.69971134177338	-4.93796817457277	-3.25794347688001	-4.34262119170381	-7.08353397038668	-5.9695777810896	NA	-6.8470937745646	NA	-5.07860167484445	NA	-7.88104110648794	-5.64400190918709	-4.80983415599552	-8.36646793365818	-7.22896440990825	-6.68839602854554	-4.73032670901146	-10.1034335278244	-10.6883960285455	NA	-10.1034335278244	-10.2733585292667	NA	-7.14407551232173	-8.62950233949197	-9.46600360720909	-10.1034335278244	-6.44046851510196	NA	-7.91580652464862	-7.6009331872952	-8.51847102710323	NA	-10.9514304343793	NA	-10.2733585292667	-9.68839602854554	-8.62950233949197	NA	NA	-11.2733585292667	NA
LLM.2019.07.28	-2.89645712201969	NA	-4.10366313954146	-7.05660110266942	-2.33088941869467	-4.16276665988635	-4.00161186807177	-6.99926792760347	-10.4586995462408	-3.17726622958146	-5.47815190890694	-3.83560191663284	-4.21893055618434	-6.38341141893653	-4.62580953207602	NA	-6.14711339557486	NA	-4.34421353122388	NA	-7.90850246368029	-9.01812695485478	-6.11630734879369	-8.31185815791149	-8.94412637341101	-5.77420137196869	-8.68109196757721	-10.2660544682984	-8.4080734731708	-13.2660544682984	-7.22166034893992	-8.74249251224136	NA	-7.31185815791149	-7.1367714513534	-11.2660544682984	-10.6810919675772	-6.12650311589958	NA	-8.94412637341101	-8.45869954624077	-9.26605446829837	NA	-9.80662284966107	NA	-9.45869954624077	-8.68109196757721	-9.45869954624077	NA	NA	-9.94412637341101	NA
LLM.2019.08.11	-2.69131924347541	-4.28663718536154	-8.10823402999493	-3.46117540818186	-3.02077118874459	-5.95623093654988	-3.33857981712254	-6.37126843582872	-8.27815903143724	-3.77433329344149	-4.77831314435403	-3.3955159820754	-4.04214483953715	-6.75459707538023	-7.37126843582872	NA	-7.60573368946574	NA	-4.35631809436275	NA	-9.10823402999493	NA	-5.30087910793732	-8.23376491207878	-8.23376491207878	-7.06870566580829	-5.82694791960491	-10.6931965307161	-8.63430284166251	NA	-9.57771931329615	-10.1082340299949	-13.2781590314372	-7.60573368946574	-9.57771931329615	-8.27815903143724	-11.6931965307161	-6.02077118874459	NA	-8.81872741279994	-7.34742169387435	-7.42017803630967	NA	-11.6931965307161	NA	-9.81872741279994	-9.27815903143724	-9.37126843582872	-13.2781590314372	NA	-8.37126843582872	NA
