feature	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52
LLM.2016.06.15	-10.1070717378548	NA	-2.77715085221391	-3.74561527878081	-2.59400215561544	-4.80939118921412	-3.27558854490431	-2.72240788761948	NA	-5.0871721804171	-4.64764011921751	-3.83820488671886	-6.03859199997204	-5.34035880029455	-8.32280042891025	NA	-6.35813350202253	-8.81756512065982	-5.01490189392694	-8.57655702115603	-7.12724961979244	NA	-6.97321599112002	-7.39435368993528	-6.53552975289597	-6.10707173785481	-8.63314054952239	NA	-10.2769967392971	-11.692034238576	-8.57655702115603	-7.6331405495224	NA	-8.95506864440976	-9.46964181723952	NA	-10.2769967392971	-6.91944473467904	NA	-8.23260261993867	-7.39435368993528	-6.9371467364125	-10.9550686444098	NA	NA	-10.1070717378548	-8.75343478324011	-9.81756512065982	NA	NA	NA	NA
LLM.2016.06.19	NA	NA	-2.00407130497412	-3.72578036070621	-3.27422899190229	-2.89150921289617	-3.02106161552783	-3.54713042719542	-10.2784494582205	-5.96556650293613	-4.94305910352656	-4.4142633135662	-6.19098661697014	-7.01166291752558	-7.95652136333312	NA	-6.59194893103726	-10.9565213633331	-5.33593495288124	-9.19098661697014	-7.52356195605701	NA	-7.85218470351838	-6.62023797546869	-7.88613203544172	-6.95652136333312	-9.10852445677817	NA	NA	-10.2784494582205	-8.42046846309291	-7.52356195605701	NA	-9.81901783958318	-8.63459326844576	-9.95652136333312	-9.95652136333312	-7.63459326844576	NA	-8.69348695749933	-8.52356195605701	-7.60602411624899	-11.6934869574993	-10.2784494582205	-10.9565213633331	-9.69348695749933	-9.47109453616288	-13.2784494582205	NA	-12.2784494582205	-10.6934869574993	NA
LLM.2016.06.26	NA	-12.2767060198924	-4.04548483918125	-2.24741879292419	-3.3022914300869	-5.07703367505607	-3.23094635850975	-3.96382306460808	-8.36981542428391	-4.72981156000479	-3.40942728018277	-3.6898662319306	-6.28802133312027	-4.96382306460808	-8.88438859711367	NA	-4.90166658854551	-9.02877850644884	-5.37583921191168	-5.53523903349128	-7.46935109783483	NA	-7.85044126519033	-7.16818156311426	-6.69174351917127	-6.66199617577722	-6.08688146101241	NA	-10.6917435191713	-12.2767060198924	-8.88438859711367	-8.88438859711367	NA	-8.81727440125513	-10.9547779250051	-9.95477792500507	-9.02877850644884	-7.75314406383542	NA	-8.52181851772896	-7.72211716821479	-7.08688146101241	NA	-12.2767060198924	NA	-11.2767060198924	-9.36981542428391	-10.6917435191713	-9.18924317864209	NA	-9.95477792500507	NA
LLM.2016.07.03	-9.26458920812682	NA	-2.86584551618863	-1.70856221540215	-3.24917415574014	-7.74102725206981	-5.40040306347254	-6.18777361107599	-5.56414948998573	-4.14564813540332	-5.9699684592352	-3.30893930059845	-6.5503436904607	-5.81337809629449	-8.35769861251831	NA	-5.8299609804901	-7.74102725206981	-5.04542068766466	-8.17712636687648	-7.50970170596336	NA	-9.80515758948953	-4.60637772537503	-8.01666169468324	-8.09466420668451	-9.56414948998573	NA	NA	-6.05513584249787	-6.24222139509837	-6.60637772537503	NA	-8.87227178534806	-7.90703720350874	NA	-12.2645892081268	-7.87227178534806	-10.4572342860692	-8.26458920812682	-9.56414948998573	-8.35769861251831	NA	-12.2645892081268	-7.50970170596336	-9.01666169468324	-9.94266111323946	-9.80515758948953	NA	-9.80515758948953	-9.94266111323946	NA
LLM.2016.07.19	NA	NA	-2.21767637693381	-4.18741599148532	-2.8496048549913	-5.98416281397694	-3.79585928321977	-3.68085039725693	-10.684602532118	-6.18210219158885	-4.34475252923341	-2.96578428466209	-6.19274943578836	-4.55188860977279	-9.18210219158885	NA	-7.59713969086769	-9.68460253211803	-4.27521159598033	-7.48820531931453	-5.76177039264049	NA	-6.76177039264049	-6.51467753067572	-6.39920031325579	-5.34475252923341	-8.87724761006043	NA	NA	-10.0996400313969	-8.62570884306447	-8.0216375193956	NA	-9.5691253146981	-9.26956503283919	-11.684602532118	-11.684602532118	-7.09964003139688	NA	-8.36267443723067	-7.26956503283919	-9.18210219158885	NA	-9.94763693795183	-10.4622101107816	-9.0216375193956	-10.2695650328392	-12.2695650328392	-12.2695650328392	-12.2695650328392	-10.2695650328392	NA
LLM.2016.07.31	NA	NA	-3.26277124436268	-2.46507187451507	-2.78659636189081	-9.80896417491926	-3.92854579067193	-5.80079024347356	-5.04439411935845	-5.18093295230622	-3.91084378893847	-3.29972900036135	-5.207699861869	-4.79672057916451	-11.2683957935566	NA	-4.8760783707778	-6.27971110678439	-6.10852445677817	-5.32002856197188	-7.05894242792761	NA	-6.8760783707778	-7.84213103885446	-5.03477611679686	-6.41041479842899	-5.79266236259016	NA	NA	-10.6834332928354	-8.31419948316968	-8.09847079211425	NA	-9.46104087149895	-9.9464676986692	-10.2683957935566	-9.6834332928354	-8.41041479842899	NA	-8.9464676986692	-8.74483383749955	-8.46104087149895	NA	NA	-11.2683957935566	-10.6834332928354	-10.2683957935566	-12.2683957935566	-7.77654269722688	NA	NA	NA
LLM.2016.08.14	-7.9728693574206	NA	-2.12577184665434	-2.60991399427319	-3.18546904173864	-4.23313201400434	-3.25686338189004	-4.69602915206178	-11.6733090755617	-6.18145597923202	-6.14974711950468	-3.71137711639521	-7.50338407411938	-6.0008837335902	-8.93634348139549	NA	-5.69602915206178	-11.6733090755617	-5.78253814531645	-8.61441538650813	-7.50338407411938	NA	-10.4509166542252	-4.2414632885963	-8.2138774569244	-7.01034406283927	-11.2582715762829	NA	NA	-7.08834657484054	-7.64356173216764	-7.30407526589598	NA	-9.17080873503251	-7.37562852692101	-11.2582715762829	-10.9363434813955	-7.42538156211811	-10.0883465748405	-8.35138098067433	-10.0883465748405	-7.42538156211811	NA	-10.4509166542252	-7.28099165278293	-10.2582715762829	-8.25827157628285	NA	NA	-8.61441538650813	-10.9363434813955	NA
LLM.2016.09.04	-9.81581992483303	NA	-6.40488682388692	-2.25635592234868	-2.50046448386915	-5.7360927323623	-3.9646387618108	-4.39566829385754	-10.6902890427492	-4.06336324892432	-4.88293412069157	-3.31380184907213	-5.39873459690533	-4.94882205634802	-7.57481182532923	NA	-5.66054169935512	-8.14596852652536	-4.07803485036027	-6.10532654202801	-6.60282620149883	NA	-9.10532654202802	-5.72066269179269	-8.10532654202802	-6.5610060258042	-9.18778870221999	NA	NA	-8.10532654202802	-6.36836094786181	-7.72066269179269	NA	-7.72066269179269	-8.69028904274917	-11.6902890427492	-10.953323448583	-7.91769953885224	NA	-8.88293412069157	-8.02732403002674	-8.69028904274917	-5.8406233158336	-11.6902890427492	-7.49389182994567	-8.69028904274917	-10.2752515434703	-9.81581992483303	-10.953323448583	-10.6902890427492	-11.6902890427492	-10.953323448583
LLM.2016.09.11	-12.2682495719945	NA	-7.91069756737641	-2.37494804113393	-2.86310810885815	-4.78040953817144	-3.18078673074415	-3.71942766353574	-8.5678098538534	-4.23207595944101	-4.08585521858996	-3.83153802985728	-4.99212516672026	-5.91952141776342	-8.36135897638597	NA	-4.68704899006954	-6.42275952105012	-5.69839396366354	-5.66833672980736	-6.47383370564439	NA	-11.6832870712733	-6.69839396366354	-7.51336206983102	-6.20216038153672	-7.51336206983102	-12.2682495719945	-9.8088179533572	-9.46089464993689	-6.69839396366354	-6.68328707127334	NA	-8.09832457055218	-8.46089464993689	-6.54032911743129	-13.2682495719945	-6.58174904481127	NA	-8.09832457055218	-8.5678098538534	-6.5678098538534	-11.6832870712733	-12.2682495719945	-10.4608946499369	-9.5678098538534	-9.36135897638597	-12.2682495719945	-10.9463214771071	-11.6832870712733	NA	NA
LLM.2016.10.08	-8.36734194118141	-12.2742325367899	-6.45405357437474	-2.47738174152277	-2.51434435356809	-5.01684469409728	-3.42092298138626	-3.24770909427016	-9.02630502334634	-5.16049037074074	-4.75853269850589	-3.4178070081644	-4.82714931058028	-5.43502874869299	-8.36734194118141	NA	-5.80662698670693	-8.10430753534762	-5.899193105443	-6.68927003606877	-7.02630502334634	NA	-7.88191511401117	-5.65952269267472	-7.91668053217185	-6.86484160065223	-8.22983841743148	NA	NA	-6.15529146406642	-7.46687761473233	-7.51934503462646	NA	-7.41625154166236	-7.25186472376148	-8.36734194118141	-11.2742325367899	-6.58773200960671	-12.2742325367899	-7.44134252262519	-8.10430753534762	-6.7350737256819	-11.2742325367899	NA	-7.63037634701521	-9.27423253678993	-10.4668776147323	-11.2742325367899	NA	-7.91668053217185	-9.81480091815263	NA
LLM.2016.10.17	-9.69290604545568	NA	-6.57742882803575	-3.28776458231934	-2.55676935746966	-4.1904057049265	-2.92692936463041	-2.55165038684464	-9.47051362411924	-5.45132005888593	-4.68541150890876	-3.80011027973295	-4.44814581109078	-6.16934408939867	-8.41988755104927	NA	-6.3830507828689	-8.10794354473453	-5.48345267982674	-7.08804398729682	-7.66315870206163	NA	-8.52298104401337	-5.96498559089249	-5.49650883265218	-6.54994809161364	-7.63401235640212	NA	-11.2778685461768	-7.92031654155876	-7.37097795056832	-6.3830507828689	NA	-8.47051362411924	-8.81843692753954	-9.81843692753954	-11.6929060454557	-6.85160379147474	NA	-8.23347442681839	-9.47051362411924	-7.57742882803575	-12.2778685461768	NA	-8.57742882803575	-9.57742882803575	-9.57742882803575	-12.2778685461768	NA	-9.69290604545568	-11.6929060454557	NA
LLM.2016.10.26	-12.2781590314372	-12.2781590314372	-9.81872741279994	-2.35186303665613	-3.31960631600623	-7.63430284166251	-4.03975429211216	-4.77831314435403	-4.44210867637917	-5.17487122302522	-3.82283181113268	-2.92060702681915	-4.32687431647027	-4.98353828254561	-9.81872741279994	NA	-4.61282311425206	-5.56391351377112	-6.20134343438641	-4.68196927529283	-6.66344918732203	NA	-7.47080410937963	-6.06870566580829	-5.06383991063647	-7.7235701797596	-6.85189427673514	-10.9562309365499	NA	NA	-7.92060702681915	-7.16963457465907	NA	-7.55023857687404	-8.63430284166251	-6.81872741279994	-13.2781590314372	-6.80242560047084	NA	-8.88584160865848	-9.69319653071608	-8.37126843582872	NA	NA	-10.4708041093796	-12.2781590314372	-12.2781590314372	-8.52327152927377	-8.10823402999493	NA	-9.27815903143724	-12.2781590314372
LLM.2016.11.05	-11.2645892081268	-12.2645892081268	-7.19850001766905	-2.03216828095075	-2.73613509736203	-4.67213217085874	-3.38807226156182	-5.6135375169479	-11.6796267074057	-3.19850001766905	-5.20389327643927	-3.39885593727507	-6.85519827198912	-6.19850001766905	-7.03577051763094	NA	-4.73711220206643	-8.67962670740567	-5.87227178534806	-7.45723428606922	-6.8895497767799	NA	-10.9426611132395	-5.1665571251663	-9.26458920812682	-7.67962670740567	-11.6796267074057	NA	NA	-8.94266111323946	-5.38807226156182	-7.53666875356362	NA	-7.83832445342473	-7.40660821299925	-9.01666169468324	-12.2645892081268	-6.56414948998573	-10.6796267074057	-8.87227178534806	-9.56414948998573	-7.17712636687648	NA	-10.6796267074057	-9.67962670740567	-9.17712636687648	-7.87227178534806	-12.2645892081268	NA	-10.6796267074057	-9.26458920812682	NA
LLM.2016.11.09	-9.69174351917128	NA	-8.14742300294746	-1.71924231829461	-4.42808307946309	-2.71828530662377	-5.66937570614282	-6.90166658854551	-8.88438859711367	-6.49534630636777	-4.25433820686398	-3.08318065939122	-9.18924317864209	-6.27670601989243	-13.2767060198924	NA	-5.35189351628665	-5.60428067792094	-7.66199617577722	-5.1786739369319	-3.57453333452688	NA	-10.1067810184501	-4.82137879958787	-8.46935109783483	-5.77686013280923	-13.2767060198924	NA	-12.2767060198924	-7.99130380103018	-9.81727440125513	-8.88438859711367	NA	-6.75314406383542	-6.69174351917127	-9.36981542428391	-10.9547779250051	-7.95477792500507	NA	-7.12695890038775	-9.02877850644884	-11.6917435191713	NA	NA	-9.27670601989243	-9.57626630175134	-12.2767060198924	NA	-8.95477792500507	-10.1067810184501	-13.2767060198924	NA
LLM.2016.11.10	-13.2797556557211	NA	-9.69479315499995	-1.37964359274365	-4.45957669330592	-7.08993109684109	-4.1608145829976	-8.10983065427879	-4.49512081016359	-5.19229281447077	-5.25184965915122	-3.06179795785699	-5.4093909361377	-5.09984656570617	-12.2797556557211	NA	-4.85769088954829	-5.67984281353398	-4.53156280613165	-6.56551013805498	-4.6613701534625	NA	-8.42177466059353	-5.91343344147529	-6.18172357276058	-7.10983065427879	-12.2797556557211	NA	-10.6947931549999	-11.2797556557211	-9.03182814227752	-7.39711260635926	NA	-6.49839594219645	-9.27975565572111	-7.42177466059353	-12.2797556557211	-8.37286506011259	-12.2797556557211	-9.69479315499995	-8.4724007336635	-11.6947931549999	NA	NA	NA	-9.37286506011259	-11.6947931549999	-7.78790255939143	-9.4724007336635	NA	NA	-10.6947931549999
LLM.2016.11.13	-9.10649024045037	NA	-7.46906031983507	-2.35829739086091	-3.27360022628562	-5.58292828439335	-4.79663497786358	-3.07429141806222	-5.49505552836802	-3.95674312094568	-4.17838315893215	-3.41688045551003	-3.76071540360864	-6.39377219253084	-9.10649024045037	NA	-5.1317569990608	-5.46263405067564	-5.6110793247075	-5.4122290972384	-7.34567790432979	NA	-7.85015048719058	-7.52152773972921	-6.57597552375159	-7.72182639021504	-8.69145274117152	NA	-11.2764152418927	-8.57597552375159	-6.75285328583567	-6.3222189315058	NA	-7.75285328583567	-9.27641524189268	-7.784562145563	-12.2764152418927	-6.50823091711575	-11.6914527411715	-8.57597552375159	-7.46906031983507	-7.85015048719058	NA	NA	-8.63255905211795	-9.69145274117152	-10.6914527411715	-9.81698362325538	-11.6914527411715	-10.1064902404504	NA	-10.6914527411715
LLM.2016.11.20	NA	NA	-7.62731500136505	-3.27258076139444	-2.74957075141605	-3.96283216100037	-2.34635868753399	-3.46381626908217	-12.2711711911398	-5.05685207033901	-4.61295970838798	-3.55692567347365	-4.60939309336779	-6.00438465044487	-6.12142407163509	NA	-6.08134663225976	-7.54325073657657	-4.57420366490549	-7.46381626908217	-6.70131558280883	NA	-8.02324367769619	-5.88746689866572	-8.14188817419481	-6.55692567347365	-9.46381626908217	NA	-11.2711711911398	NA	-7.18370834988943	-7.43828117697503	NA	-8.87885376836101	-7.87885376836101	-8.81173957250247	-13.2711711911398	-7.00438465044487	NA	-7.59874584916828	-8.68620869041862	-6.89613175979285	NA	-9.94924309625241	-9.94924309625241	-9.81173957250247	-9.27117119113977	NA	-12.2711711911398	NA	-12.2711711911398	NA
LLM.2016.11.27	NA	NA	-8.30436972350306	-2.96969995972411	-2.25083791925768	-4.20871748443937	-2.59857014145996	-7.15004157711176	NA	-3.96624440108789	-4.7116715740023	-4.16316901109738	-5.55120690180905	-5.66610899662185	-5.85768659760775	NA	-4.99177949319503	-7.01063852044635	-4.8073549220576	-5.49038170911301	-7.58614069191844	NA	-6.23619822086148	-7.90101402927185	-8.25856603388993	-6.7194072227819	-9.55812631574884	NA	-7.73500407783292	-10.0886410324476	-5.95478528571283	-7.01063852044635	NA	-7.17110319263959	-7.93663793900257	-6.54432051622381	-10.9366379390026	-6.68871042555898	-11.2585660338899	-9.08864103244762	-9.35167543828141	-6.50367853172646	-11.2585660338899	-11.2585660338899	-11.6736035331688	-8.86624861111117	-8.61470984411521	-12.2585660338899	NA	-12.2585660338899	-11.6736035331688	NA
LLM.2016.12.01	-9.25900760764461	NA	-6.451652685587	-3.67592484014168	-3.36570607678405	-7.53108715308141	-3.78327417667821	-5.96438685875298	-11.2590076076446	-5.08408192514393	-3.66655057037653	-2.87422385755126	-4.451652685587	-5.00634217519436	-7.06918304876459	NA	-4.35211701203609	-3.32384255804091	-4.25619259203755	-5.40102661251704	-6.71984879653658	NA	-7.32827027008172	-8.35211701203609	-5.04955424201566	-5.53790841893742	-10.2590076076446	-7.90145560302653	-9.55856788950352	NA	-8.50412010548114	-6.81606411179588	NA	-6.22558460610716	-6.7354456515876	-6.4645917412945	-12.2590076076446	-8.79957598900731	-11.6740451069235	-6.99222106694971	-8.50412010548114	-6.0890826062023	-7.32827027008172	-12.2590076076446	-9.55856788950352	-9.93707951275725	-8.93707951275725	-9.35211701203609	NA	NA	-10.6740451069235	NA
LLM.2016.12.03	-0.946542355681325	-7.3085557323615	-9.28583565586142	-1.53596622846458	-6.62762417310962	-12.2858356558614	-8.64197946608669	-12.2858356558614	NA	NA	NA	-8.15655263891645	NA	-12.2858356558614	NA	NA	NA	-3.54943372454313	NA	-12.2858356558614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.13608853635674	-5.75445419534511	NA	NA	NA	NA	NA	NA	-12.2858356558614	-12.2858356558614	NA	NA	NA	NA	NA
LLM.2016.12.04	-2.12282460468081	-0.963155938783477	-5.17543203088695	-3.20313896005679	-3.85979019884701	-11.698993986944	-5.54924686743928	NA	NA	NA	NA	-7.45106647350037	NA	NA	NA	NA	NA	-7.58351676952402	NA	NA	-8.32976017727824	NA	NA	NA	NA	-7.89163906488635	NA	NA	NA	-11.698993986944	NA	-11.2839564876651	NA	NA	NA	NA	NA	-7.35321915010223	-7.7603945316081	NA	NA	-11.2839564876651	NA	NA	NA	NA	NA	NA	-10.698993986944	NA	NA	NA
LLM.2016.12.11	NA	NA	-8.31551481075591	-1.71800285952209	-2.23079213185048	-10.9477830262554	-5.44316263385187	-9.09978611970047	NA	-4.51482361897931	-6.69985551281183	-3.49822165164218	-7.26971112114278	-2.97738948834074	-10.4623561990852	NA	-4.35383174230701	-7.87739369836402	-6.68474862042163	NA	-6.28102643437062	NA	NA	-7.59728577917129	-11.6847486204216	-6.3039268364807	NA	NA	NA	-12.2697111211428	-5.44316263385187	-5.28671754644847	NA	-8.18224827989244	-8.46235619908518	-12.2697111211428	-10.0997861197005	-5.52151827155332	-9.18224827989244	-9.46235619908518	-9.36282052553426	NA	NA	-12.2697111211428	NA	-9.68474862042163	NA	-11.2697111211428	NA	NA	-12.2697111211428	NA
LLM.2016.12.17	NA	NA	-7.92999806260903	-3.05348111604403	-1.88669730824484	-7.85960873471763	-4.90319800326531	-4.90763024958057	-8.16446331624605	-5.4317471950812	-4.19935810669223	-2.66884338999346	-5.38156143791298	-3.99453831480374	-8.49703865533292	NA	-6.36928310813455	-7.18583696703862	-3.90985148949725	NA	-5.42537767020547	NA	-10.929998062609	-6.74413151729769	-6.91207615461176	-5.47713909789522	-8.34503556188787	-11.2519261574964	-10.929998062609	-10.929998062609	-6.66696365677523	-7.3211888199335	NA	-9.92999806260903	-9.66696365677523	-9.66696365677523	-12.2519261574964	-7.79249453885909	-10.2519261574964	-8.39394516236882	-6.76007306116671	-6.48374183271946	NA	-10.929998062609	NA	-9.0039986440528	NA	-9.5514864393553	NA	NA	NA	NA
LLM.2016.12.25	NA	NA	-9.66873728065302	-4.0152950420491	-2.07379069135925	-5.92278290325956	-4.82324722970865	-4.01052579790123	-9.0057722679306	-2.44715015938822	-5.14517532459601	-3.88737756712837	-7.34680918576566	-6.58127443940269	-3.40195073995812	NA	-5.18761059091641	-5.59548829862239	-5.63164796191781	NA	-7.69911092969654	NA	-6.39571878624661	-9.44634485931658	-9.16623694012384	-7.63898993725897	-8.29950347098731	NA	-7.86138235859542	NA	-5.11414842897539	-7.12441676442921	NA	-8.34680918576566	-8.08377477993187	-5.51899016114834	-10.668737280653	-7.29950347098731	NA	-6.94991903319708	-7.79426816273688	-12.2536997813742	NA	-7.32296244381129	NA	-9.16623694012384	-12.2536997813742	NA	NA	NA	NA	NA
LLM.2017.01.01	NA	-10.9460289895155	-8.51306958223937	-2.20928883406227	-2.23591135747203	-7.29067716090292	-5.06338594015364	-3.75028769626903	-10.0980320829605	-3.3254425790636	-5.10808574762445	-3.70571466018177	-6.15943262762467	-5.64590526494646	-4.59553174243134	NA	-5.00117054370794	-6.69810147607189	-5.84169232970074	NA	-7.11820996489816	NA	-6.09803208296053	-9.80852546576554	-7.94602898951548	-7.15943262762467	-7.13867406745787	-12.2679570844028	-9.46060216234524	NA	-5.69052825636709	-7.46060216234523	NA	-9.09803208296053	-9.46060216234524	-6.21267464890165	-10.9460289895155	-7.03913839390696	NA	-7.29067716090292	-7.54003662983964	-8.62410089462811	NA	-9.1804942431525	NA	-9.36106648879432	-10.6829945836817	-7.77610398807316	-12.2679570844028	NA	-8.80852546576554	NA
LLM.2017.01.08	NA	-12.2563561355142	-8.86403871273541	-2.87481318432958	-1.94517547546081	-7.79692451687687	-3.99661287182338	-3.94347318022981	-9.55591641737307	-3.74262853956173	-5.09144920883848	-3.40148775225393	-6.43617717309898	-4.99426129014399	-4.69030209734307	-12.2563561355142	-6.20107370001298	-8.30215982512729	-4.58747115124792	NA	-6.41086608456979	NA	-5.13223482368498	-7.9344280406268	-6.62699951543456	-5.92543925739955	-7.30215982512729	NA	-8.34946553990565	NA	-6.67139363479301	-7.9344280406268	NA	-11.2563561355142	-10.4490012134566	-7.86403871273541	-10.9344280406268	-7.02753744501829	NA	-8.79692451687687	-6.9344280406268	-8.08643113407185	NA	NA	NA	-9.34946553990565	-10.9344280406268	-7.86403871273541	-9.9344280406268	NA	NA	NA
LLM.2017.01.15	NA	NA	-8.66103577975155	-3.60394658754473	-1.86121453037935	-8.66103577975155	-4.79891505426305	-2.95713220630689	-8.24599828047271	-3.98861043778005	-5.25731359370054	-3.86878775008415	-8.99807076702912	-6.02682976001055	-3.03654491484376	-11.2459982804727	-5.54555856233161	-6.836607344335	-5.0219966062746	NA	-6.99807076702912	NA	-5.46463856694805	-9.4386433584151	-8.54555856233161	-7.38801728534513	-8.24599828047271	-12.2459982804727	-10.0760732790304	NA	-7.29180197008583	-6.92407018558534	NA	-9.33910768486419	-7.81973352577061	-8.15853543922237	-12.2459982804727	-7.07607327903039	NA	-5.98861043778006	-8.24599828047271	-11.2459982804727	NA	-6.87095884912578	NA	-8.49111077830924	-8.92407018558534	-9.54555856233161	NA	NA	-10.6610357797516	NA
LLM.2017.01.22	NA	NA	-9.45121111183233	-3.16713064756633	-2.37058390083148	-8.01063852044635	-4.98710300598556	-4.0082676159836	-7.45121111183233	-3.27985557478358	-5.05889368905357	-3.11518281990011	-8.04911266826098	-5.19787010220238	-3.40994309346059	NA	-6.078656943875	-6.02974734339405	-4.96854718695731	NA	-7.76671293756026	NA	-5.56507907639061	-8.73500407783292	-7.04911266826098	-6.04911266826098	-5.21417191453148	NA	-8.01063852044635	NA	-6.61470984411521	-6.47720632036527	NA	-7.83230127918783	-8.79913441525264	-8.50367853172646	NA	-6.51709904748879	NA	-6.6586531917028	-6.68871042555898	-9.01063852044635	NA	-8.50367853172646	NA	-9.35167543828141	-10.0886410324476	-8.30436972350306	-11.2585660338899	NA	-9.35167543828141	NA
LLM.2017.01.31	NA	-11.6750749203854	-9.2600374211066	-3.58584515296092	-1.6591953067193	-6.60182593835481	-5.4656215547565	-4.46887453255158	-7.28275749760668	-2.81605787850535	-5.41454737016223	-3.70929063572336	-5.40828837969054	-5.37739437174476	-6.02163268178152	NA	-5.77622164384234	-5.72865596059029	-4.37434104776721	NA	-7.32930008354371	NA	-5.58055732160116	-8.73647546504959	-6.50514991894313	-6.64532757699139	-7.2600374211066	NA	-9.8006058024693	NA	-6.35314682549808	-6.9562566729295	NA	-8.55959770296551	-8.452682499049	-8.8006058024693	-11.2600374211066	-7.58761207913511	NA	-6.32930008354371	-7.15151296432843	-8.86771999832784	NA	-8.73647546504959	NA	-8.8006058024693	-8.8006058024693	-8.40205642597903	NA	NA	-11.6750749203854	NA
LLM.2017.02.11	-11.6780132005068	NA	-8.30877939084107	-2.66213358684064	-2.423771913131	-6.05352233559899	-4.83671094652585	-5.37423245232968	-7.24060788819949	-2.9387951546092	-5.37423245232968	-3.76512386427683	-4.60833967269998	-5.70838684955031	-4.27429101445578	NA	-5.02457096190286	-6.70838684955031	-5.56253598308685	NA	-6.87065827844918	NA	-5.20769326572675	-6.78724227026155	-9.01504818778436	-7.01504818778436	-6.67801320050679	-4.63726685816348	-7.40499470610037	NA	-6.78724227026155	-10.9410476063406	NA	-8.26297570122794	-7.03415701073206	-8.73941374517093	-10.6780132005068	-6.35608510561942	-11.6780132005068	-7.1755128599776	-8.09305069978563	-8.26297570122794	NA	-8.67801320050679	NA	-8.40499470610037	-10.6780132005068	-8.09305069978563	NA	NA	-10.9410476063406	NA
LLM.2017.02.26	NA	NA	-1.12665342216361	-5.15936317941352	-3.18422656646513	-7.04948556164115	-4.53683726573589	-3.71606182791596	-11.278304252137	-5.76260441385299	-5.22845570268647	-3.84576235174877	-6.28961956536487	-4.61296833495186	-7.60587891016554	NA	-8.19084141088669	-10.6933417514159	-4.93400834422122	NA	-7.55038379757383	-12.278304252137	-6.33578974679779	-7.23391013277858	-8.57786453399594	-6.05913573167487	-9.10837925069472	-12.278304252137	-12.278304252137	NA	-9.69334175141588	-11.6933417514159	NA	-10.6933417514159	-10.6933417514159	-11.278304252137	NA	-9.03037673869345	NA	-9.10837925069472	-8.14902123519207	-7.55038379757383	NA	-10.9563761572497	NA	-9.47094933007943	-10.4709493300794	-7.95637615724967	NA	NA	NA	NA
LLM.2017.03.13	NA	-4.24148820656763	-9.56341630145499	-3.79218080520404	-2.27091768343027	-5.44367705718089	-4.671398982328	-2.80955672597618	-9.94192792470872	-4.62361108337374	-5.0789806766878	-3.54789402934094	-3.72469720848805	-5.40587502446851	-5.82922779195936	NA	-6.88881658824916	-8.35696542398756	-5.13457300265112	NA	-7.17639317834574	NA	-5.1191977767642	-7.09393101815377	-5.98773161432185	-6.60564453684429	-8.35696542398756	NA	-8.94192792470872	NA	-6.92400601671146	-9.17639317834574	-5.32721808059351	-9.45650109753848	-8.94192792470872	-8.61999982982136	-9.45650109753848	-7.09393101815377	NA	-7.64914617548087	-7.87153859681732	-7.38121297023424	NA	-10.0939310181538	NA	-8.80442440095879	-9.26385601959608	-7.83759126489398	NA	NA	NA	NA
LLM.2017.04.16	NA	NA	-9.57306451582107	-2.09670775581456	-3.27491380421683	-4.58001727646284	-5.06893308971296	-3.96516520382275	-4.14164727335337	-3.6477953908977	-5.32513700237748	-3.28340027010466	-3.79574596751827	-6.20741504350439	-7.688541733241	NA	-5.89846480261524	-5.48560167457073	-5.03509949463708	NA	-9.10357923251985	NA	-6.61529275121037	-8.81407261532486	-5.43430044586522	-8.18604139271182	-6.02557672051858	NA	-10.4661493119046	NA	-6.83056073811343	-10.1035792325198	NA	-7.84723947926006	-9.81407261532486	-8.8811868111834	-11.688541733241	-5.92477607973108	NA	-9.36661363835364	-7.84723947926006	-9.46614931190456	NA	NA	NA	-9.57306451582107	-10.9515761390748	-9.36661363835364	-11.2735042339622	NA	NA	NA
LLM.2017.04.30	NA	NA	-10.6888330984931	-2.85383542136638	-3.56816321185285	-4.22667168710024	-3.90093053910168	-3.87719081803241	-4.24037259767681	-4.04017592245456	-4.12404847970958	-3.09886991671359	-3.6683160811526	-5.18103845829441	-8.62993940943954	NA	-5.81436398057697	-5.75023364315725	-4.9563829854494	NA	-9.10387059777195	NA	-7.04497690871838	-8.57335588107317	-5.76600095901557	-7.78194250288459	-5.29080202451995	NA	-6.91624359459618	NA	-6.89875616786734	-11.6888330984931	NA	-6.65908575509906	-10.103870597772	-6.09388650919933	-12.2737955992143	-7.27379559921426	NA	-9.10387059777195	-9.10387059777195	-7.98839338035202	NA	-13.2737955992143	NA	-8.75023364315725	-10.4664406771567	-8.75023364315725	-10.4664406771567	NA	NA	NA
