feature	Aggregatibacter	Akkermansia	Bacteroides	Bifidobacterium	Bilophila	Blautia	Clostridium	Coprococcus	Desulfovibrio	Dialister	Dorea	Erwinia	Faecalibacterium	Fusobacterium	Lachnobacterium	Lachnospira	Methanobrevibacter	Oscillospira	Parabacteroides	Parvimonas	Phascolarctobacterium	Prevotella	Providencia	Pseudomonas	Roseburia	Ruminococcus	Serratia	Sutterella	Synergistes	Unclassified Burkholderiaceae	Unclassified Christensenellaceae	Unclassified Clostridiaceae	Unclassified Coriobacteriaceae	Unclassified Cyanobacteria	Unclassified Enterobacteriaceae	Unclassified Erysipelotrichaceae	Unclassified Firmicutes	Unclassified Lachnospiraceae	Unclassified Proteobacteria	Unclassified Rikenellaceae	Unclassified Ruminococcaceae	Unclassified S24-7	Unclassified Tenericutes	Unclassified [Barnesiellaceae]	Veillonella	[Eubacterium]	[Prevotella]	[Ruminococcus]
LLM.2015.04.04	NA	-6.32861929748632	-3.73968789456222	-12.2474825347609	-7.78805091612362	-4.99955502131733	-10.6625200340398	-4.25879784798875	-7.54704281661982	-10.6625200340398	-7.54704281661982	NA	-2.50939027514043	NA	NA	-5.42093404747	-8.3405919391524	-7.51956208019772	-5.38950153963334	-12.2474825347609	-6.58927105200912	-5.53323701709479	-6.29328622437404	-13.2474825347609	-8.24748253476092	-3.80039930855126	NA	-7.41459252059617	-11.2474825347609	NA	-7.66252003403976	-9.16001969351058	-7.38950153963334	-8.20308841540246	-9.66252003403976	-5.14945045180039	-3.35569883154261	-3.08635065177661	-4.99009469206826	-5.36483948539908	-3.45469224045985	-7.22511472173246	-8.66252003403976	-7.57505719278942	-12.2474825347609	-13.2474825347609	-5.28169825009883	-7.24748253476092
LLM.2015.04.19	-9.0936376383783	-2.29705718791487	-3.18008331248877	-13.2635626398206	-7.43067262565587	-7.56312292167952	-10.9416345449333	-4.13685816697742	-8.0936376383783	-8.17609979857028	-5.21916852046216	NA	-4.32104813448138	-6.29777835515853	NA	-6.87124521704185	-8.87124521704185	-8.01563512637703	-5.11381552031593	-7.97816042095837	-7.0936376383783	-6.46914677347051	-7.0936376383783	-11.6786001390995	-10.2635626398206	-5.61970645004589	NA	-8.67860013909946	-8.67860013909946	-12.2635626398206	-5.70897378814298	-9.01563512637703	-9.56312292167952	-9.0936376383783	-7.3566720442121	-7.2862827163207	-4.86695785863876	-4.51536979023115	-3.71666817993298	-4.20557091706144	-2.7157041337622	-9.0936376383783	-8.7400006837636	-6.82061914397189	-13.2635626398206	-10.9416345449333	-7.38091959045877	-8.67860013909946
LLM.2015.05.03	NA	-4.66188826500818	-3.11205398769063	-12.2618011071953	-8.01387359375172	-4.77798532993105	-8.56136138905422	-4.50357789246858	-6.78606767622891	-11.2618011071953	-5.7619552201121	NA	-3.38221785758253	-9.93987301230795	NA	-5.18498551014448	-8.93987301230795	-7.58937576522381	-6.22837810565786	-9.45444618513771	-6.86948368441655	-5.7619552201121	-6.00441326450266	-12.2618011071953	NA	-4.10698299814321	NA	-7.30760479680843	-11.6768386064742	-13.2618011071953	-8.05234774156636	-9.80236948855801	-7.7382391511383	-9.67683860647415	-7.37915805783347	-5.42891109303057	-3.70338039392665	-2.8492312603901	-4.43843386714907	-4.73432410113491	-3.24221037883743	-8.35491051158679	-9.56136138905422	-7.37915805783347	-13.2618011071953	-10.6768386064742	-6.21740698783686	-7.30760479680843
LLM.2015.05.31	NA	-3.49985508046895	-2.84611533466661	-12.2597432636908	-7.76789016736111	-6.46532739734068	-8.86742584091202	-3.80853215185845	-7.80031164505348	-8.45238834163318	-8.08981826224847	NA	-3.43796928172021	-10.4523883416332	NA	-5.05028989806183	-9.45238834163318	-7.05028989806183	-5.80031164505348	-10.4523883416332	-5.80031164505348	-6.15121880691261	-7.40176226856321	-13.2597432636908	-7.58731792171929	-5.17228042244044	NA	-7.05028989806183	-10.9378151688034	-11.6747807629696	-6.91989326080616	-9.80031164505348	-9.55930354554969	-13.2597432636908	-8.73618130763377	-7.19365407323301	-4.32605260873855	-4.24293497600423	-3.5386440749836	-4.58378623074903	-2.68988765535983	-7.0309245731949	-9.55930354554969	-6.72058445258275	-13.2597432636908	NA	-6.21534914433233	-7.83347850898868
LLM.2015.06.14	-10.4439795426013	-3.35803293379829	-2.65981211808812	-9.55089474651776	-7.14281000788069	-5.60028277347993	-12.2513344646589	-4.43115550224367	-6.6663719639377	-9.34444386905034	-4.54397533257797	NA	-4.05657761023661	-8.55089474651776	NA	-8.00340695121527	-7.60747827488413	-7.72777250860184	-5.8590170418801	-6.98454792396396	-7.08140946321654	-5.17987210210223	-8.39335346953128	-10.4439795426013	NA	-4.44397954260125	NA	-8.00340695121527	-10.9294063697715	-10.0814094632165	-6.98454792396396	-8.2069403453004	-8.12205144771389	-10.6663719639377	-6.16387162340852	-5.68909204043778	-3.74750872666311	-3.48480555605999	-6.39335346953129	-4.97987143675448	-2.85045502837667	-9.55089474651776	-7.6663719639377	-6.87629503331193	NA	-9.34444386905034	-7.89378246004077	-7.2069403453004
LLM.2015.07.08	-11.6886874232225	-3.77380403686049	-2.44392718885763	-12.2736499239437	-6.79791649297729	-4.97902917505206	-10.9517218290563	-7.29637000044378	-7.6012245819722	-9.10372492250138	-7.20756073348592	NA	-2.82967038134244	-10.4662950018861	NA	-9.8142183053064	-9.95172182905633	-8.27364992394369	-4.90732770969788	-10.9517218290563	-7.5732102058026	-3.73837454732289	-5.20218756138707	-12.2736499239437	-7.34291258638081	-8.41566892881612	NA	-6.28496523717153	-13.2736499239437	-13.2736499239437	-12.2736499239437	-10.2736499239437	-9.27364992394369	-10.6886874232225	-8.8142183053064	-4.50546559916677	-5.36675932833517	-2.78279904720339	-5.97902917505206	-5.86425898780599	-4.88563263859856	-11.2736499239437	-12.2736499239437	-7.20756073348592	-11.2736499239437	-12.2736499239437	-4.13154286664114	-5.62979373416897
LLM.2015.07.09	-13.2772874001304	-7.08746284125034	-1.80206062238809	-11.6923248994092	-9.46993247807275	-6.57684768198926	-8.57684768198926	-10.2772874001304	-11.6923248994092	-9.10736239868804	-8.27728740013036	NA	-2.8158079528442	-11.2772874001304	NA	-5.58380044263103	NA	-7.75372544407334	-4.84683484846482	-12.2772874001304	-6.8849699773516	-2.38171211774967	-4.67366105514416	NA	-6.6923248994092	-8.95535930524299	NA	-5.77744151304715	NA	NA	NA	-13.2772874001304	-10.4699324780728	-11.6923248994092	-8.6923248994092	-6.91973539551227	-6.08746284125034	-3.38246963682241	-6.37039680452184	-6.08746284125034	-6.07761505529399	-9.27728740013036	NA	-8.6923248994092	-9.02935988668677	NA	-4.666262602823	-8.27728740013036
LLM.2015.07.10	-7.73941374517093	-3.61911951145322	-1.82730544029139	-11.6780132005068	-6.26297570122794	-6.03415701073206	-9.45562077917034	-8.26297570122794	-8.73941374517093	-9.45562077917034	-7.77112260489827	NA	-3.07810035831966	-6.30877939084107	-13.2629757012279	-6.3803326518661	NA	-7.90542369660986	-4.74333944838473	-6.67801320050679	-7.35608510561942	-4.06085187739748	-5.1755128599776	-13.2629757012279	-6.99618916053304	-7.77112260489827	NA	-5.33816319762216	NA	NA	-11.2629757012279	-9.35608510561942	-9.94104760634058	-11.2629757012279	-5.02935602446824	-6.4300856870632	-5.50142446878346	-3.79945132795676	-5.73159424071163	-5.36815793792	-4.68177511930299	-9.94104760634058	NA	-6.88793626988102	-9.67801320050679	-12.2629757012279	-5.22405671193564	-7.35608510561942
LLM.2015.07.11	-10.091876105753	-3.26603395631751	-2.07816572572209	-10.2618011071953	-8.30760479680843	-5.14805894114612	-8.93987301230795	-7.90424910257723	-8.61794491742059	-10.2618011071953	-5.50024987475083	NA	-2.80750181357541	-7.07197654831529	NA	-6.01387359375172	-9.93987301230795	-7.90424910257723	-5.07197654831529	-7.53388065263211	-7.15327665041714	-4.39761496254103	-6.22837810565786	NA	-6.36698334388737	-5.56831414969598	NA	-6.49361678241838	NA	NA	-10.091876105753	-9.93987301230795	-8.56136138905422	-12.2618011071953	-6.27311642042314	-5.96718035830368	-4.80647388689075	-3.66374860703371	-6.67683860647415	-5.02339636787023	-4.23113397094837	-10.2618011071953	NA	-7.05234774156636	-12.2618011071953	-10.091876105753	-6.07197654831529	-6.66188826500818
LLM.2015.07.12	-9.67463366176727	-4.60496013396045	-1.9410533527857	-11.6746336617673	-7.76774306615875	-6.95581541431132	-9.17213332123808	-5.64488631837321	-9.93766806760106	-9.45224124043082	-8.80016454385112	NA	-2.92644081217781	-7.53167570792522	-13.2595961624884	-5.97419394362617	NA	-7.55915644434733	-5.05502501823922	-7.30539985210155	-6.78386273152202	-4.08217662449919	-6.43941720007324	NA	-6.55915644434733	-5.20974761303786	NA	-6.19350697203065	NA	NA	-11.2595961624884	-10.2595961624884	-10.4522412404308	-12.2595961624884	-5.58011606298298	-7.6157399727137	-4.26524272562956	-4.44261253923304	-4.1615640795279	-4.14846049225372	-4.53849697378124	-9.08967116104611	NA	-6.46518029613832	-11.6746336617673	NA	-4.83753139631561	-8.67463366176727
LLM.2015.07.15	NA	-5.64312737185526	-2.84936808178777	-11.6875214912137	-8.51759648977141	-7.10255899049256	-8.27248399193487	-4.90616177768906	-8.51759648977141	-8.4145029968073	-8.57204427379378	NA	-3.4269939409905	-13.2724839919349	NA	-5.60005864996338	NA	-6.7806308956052	-5.66515367818526	-12.2724839919349	-7.22808987257642	-3.79877824231546	-5.14320097498991	NA	-7.00569745123997	-4.82127288010255	NA	-8.02455647849129	-13.2724839919349	NA	-9.46512906987727	-8.74892203587786	-9.95055589704751	-12.2724839919349	-9.27248399193487	-7.88016656915611	-4.52765015443533	-4.13293263953608	-2.6865825422441	-3.89961893182229	-3.55995699149505	-7.68752149121372	-9.68752149121372	-5.84621923723278	-11.6875214912137	NA	-4.44276125684882	-9.46512906987727
LLM.2015.07.19	-11.6758100516324	-7.09084755091122	-4.66831551508545	-10.4534176302959	-8.01284503890995	-5.88573312100661	-10.4534176302959	-3.54824555191371	-7.53285209779033	-9.80134093371624	-7.7061837006759	NA	-3.29787654701627	-9.01284503890995	NA	-4.91204439812246	-8.93884445746617	-6.76891945602386	-5.47941283882887	-9.45341763029593	-6.66085971016641	-3.97537033349128	-6.33003521479065	NA	-5.39040783277013	-5.00338470966088	NA	-7.33003521479065	-12.2607725523535	NA	-7.93884445746617	-9.80134093371624	-9.09084755091122	-8.13148953540857	-8.13148953540857	-6.39040783277013	-3.35689070661735	-3.7470449564011	-4.03677087815543	-4.31825804701429	-2.76391877496549	-7.30657624196666	-8.67581005163238	-6.61691636257881	-11.2607725523535	NA	-4.85563108921719	-7.80134093371624
LLM.2015.07.26	-13.2644426002266	-4.31899876384869	-3.15200309344505	-11.2644426002266	-7.8381778455245	-6.10457126344821	-11.2644426002266	-3.74284216050288	-6.94251450533924	-8.74088064416959	-8.2644426002266	NA	-3.0392351632831	-9.09451759878429	NA	-6.69458699189565	-8.94251450533924	-6.92459259734198	-5.01651508678302	-10.457087678169	-6.82149910437787	-8.50955509806313	-6.2644426002266	-13.2644426002266	-6.13515958328164	-4.70985374854896	NA	-7.70985374854896	-11.2644426002266	-12.2644426002266	-7.19835340976883	-9.94251450533924	-8.62058641045188	-9.56400288208551	-9.09451759878429	-6.23101959868915	-3.59025033208092	-3.91129577472852	-3.72141077997136	-4.19835340976883	-3.01296018960639	-6.12489124782781	-7.70985374854896	-7.62058641045188	-13.2644426002266	-13.2644426002266	-6.43155258606186	-7.59201725825511
LLM.2015.08.23	NA	-5.00948329021737	-2.79144693665013	NA	-9.36937923530375	-5.45609086849708	-10.4689149088547	-3.77443264600997	-9.27626983091227	-9.46891490885467	-7.72168097923463	NA	-4.55517064220509	NA	NA	-4.99549906078167	NA	-6.1677453741341	-5.05710131045011	NA	-6.97248908273517	-8.69130733019112	-6.72168097923463	-12.2762698309123	-7.39362678155043	-4.57583011277118	NA	-8.27626983091227	-10.9543417360249	NA	-8.10634482946996	-12.2762698309123	-9.36937923530375	-8.23187571155382	-3.45290259086604	-6.99086761205002	-4.14441287030348	-3.87539039463009	-5.74488837039596	-3.8354006633014	-2.71021579274118	-8.18880698966193	-7.72168097923463	-6.40590511132887	-12.2762698309123	NA	-5.1677453741341	-7.12652271140759
LLM.2015.09.06	-9.80325052372487	-4.86180270607998	-1.68856170735242	NA	-6.61882595258744	-5.90513013774408	-9.45532722030456	-5.58320204285672	-8.40470114723459	-11.677719641641	-4.64063032290579	NA	-5.35579154675365	-6.22925914082471	NA	-5.96806139347054	NA	-7.17521930111183	-4.39849599770788	-6.22925914082471	-6.66276930017504	-6.11293502285748	-6.8703647195834	-12.2626821423622	-7.77082904603249	-6.24031432933371	NA	-7.24031432933371	-10.4553272203046	-10.4553272203046	-9.35579154675365	-9.56224242422107	-9.9407540474748	-9.56224242422107	-4.81147103052984	-8.01475462891858	-4.48789508276099	-3.66649238621775	-4.86180270607998	-4.1778737545578	-3.52628021104387	-8.8703647195834	-9.56224242422107	-7.48132242883751	NA	-12.2626821423622	-5.47477958297073	-7.56224242422107
LLM.2015.09.16	-12.2819300269554	-7.50057031343078	-1.58844306945612	NA	-8.15264701001048	-6.58149030881435	-7.15264701001048	-8.69696752623429	-8.75836807089843	-9.11200502551313	-8.23753590759699	NA	-4.72350931368678	NA	NA	-7.66722018284023	NA	-7.47457510489784	-3.66354452469684	NA	-6.47457510489784	-3.48426850110168	-4.0871731725332	NA	-6.48751416060534	-8.28193002695544	NA	-6.85566527225335	NA	NA	NA	-10.9600019320681	NA	-8.82249840831815	-9.96000193206808	-8.58149030881435	-5.45538153966453	-3.29466601488291	-3.64530540641179	-5.14750370673452	-4.85147747528991	-9.37503943134693	-11.6969675262343	-8.37503943134693	-6.5404630405543	NA	-5.15264701001048	-8.07247666132649
LLM.2015.10.11	NA	-5.12783598067432	-2.71279848139547	NA	-9.47529916766882	-6.41228937014302	-11.2826540897264	-3.24785512714915	-10.6976915890053	-5.52776658756295	-6.80692065876002	NA	-4.18725706693386	NA	NA	-4.75517708366602	NA	-6.29396940295425	-4.13799584689454	NA	-8.69769158900526	-4.25198695347948	-6.23825997036797	NA	-6.01586754903152	-4.80692065876002	NA	-7.79080099339675	NA	NA	-11.2826540897264	-9.96072599483906	-11.6976915890053	-6.71279848139547	-8.82322247108912	-8.23825997036797	-4.23553017761239	-3.54794446950058	-6.97887334154932	-4.04186275756446	-3.73190730434318	-6.23825997036797	-7.75909213366941	-8.15337107278145	-11.2826540897264	NA	-4.08298174489006	-8.15337107278145
LLM.2015.11.08	NA	-9.18938854566734	-2.39956725339449	NA	-9.57641166877659	-5.83390789106895	-10.6918888861965	-4.66582658961033	-9.69188888619653	-10.6918888861965	-7.78499829058801	NA	-4.72610460153444	-12.2768513869177	-13.2768513869177	-5.23793239762538	NA	-6.49549167339302	-3.49713203177428	NA	-7.14756836997272	-5.98223063802606	-7.25448357388923	NA	-6.40648666733428	-5.41887039179011	NA	-7.25448357388923	NA	NA	-10.4694964648601	NA	-10.4694964648601	-6.97307063874058	-3.74937438085729	-7.18938854566734	-4.127104267413	-3.5694922548368	-7.23245726755923	-3.85058663221558	-3.45667242450249	-6.73769257580965	-7.78499829058801	-7.57641166877659	-12.2768513869177	NA	-3.55917496385129	-7.66214154280247
LLM.2015.11.22	NA	-6.31039289773995	-3.100939532111	-11.6796267074057	-9.35769861251831	-5.08468011811189	-10.6796267074057	-3.70616849485816	-8.40660821299925	-7.53666875356362	-6.8216457122781	NA	-4.43169919396208	-12.2645892081268	NA	-4.94266111323946	NA	-6.8895497767799	-4.62434427190448	-11.6796267074057	-6.6207330183521	-9.80515758948953	-5.59925329094165	NA	-6.04542068766466	-4.91144238262874	NA	-8.40660821299925	NA	NA	-8.22019508876837	-8.67962670740567	-10.0946642066845	-10.4572342860692	-8.26458920812682	-6.03577051763094	-3.56414948998573	-3.50470102490499	-3.552062207687	-4.13273224751803	-2.80208693552956	-6.6207330183521	-6.03577051763094	-7.77273611179715	NA	NA	-6.72543039701879	-6.64987936401162
LLM.2015.12.27	NA	-5.04643966664994	-3.28175665407588	-9.57000162270695	-8.41246034572047	-5.46308641879044	NA	-3.17372618635951	-7.94851324596068	-7.22604722148959	-5.45026237843286	NA	-4.94851324596068	-9.02251382740446	NA	-5.46954144092774	NA	-6.74687938479103	-4.98042249391543	-9.57000162270695	-6.91288933622996	-9.94851324596068	-8.18297849959771	NA	-5.70819891662697	-3.55619582318192	NA	-7.29316141734813	-10.1005163394057	NA	-7.48908162732339	-9.57000162270695	-11.270441340848	-8.94851324596068	-8.14115832390308	-7.0609879752191	-3.5682686554825	-3.50060349721861	-6.11057000406966	-3.93059133796342	-2.51388501832396	-9.46308641879044	-8.41246034572047	-7.57000162270695	NA	-12.270441340848	-7.87812391806929	-6.64108472076844
LLM.2016.01.10	-9.68533282575088	-3.98952455634144	-1.27948224731843	-11.6853328257509	-7.46294040441444	-7.41231433134447	NA	-5.89525589512512	-8.46294040441444	-8.31609901608516	-4.46616430528872	NA	-6.65558548235683	-5.85244281158614	NA	-8.56985560833095	NA	-7.3876522771102	-3.97337911959275	-7.16177086969387	-7.54237487190884	-7.06084196084309	-9.56985560833095	-12.270295326472	-10.270295326472	-6.47587946012193	NA	-7.98489310760979	-10.4629404044144	-11.270295326472	-8.74673337041503	-9.56985560833095	-12.270295326472	-10.9483672315847	-4.41854628505598	-8.68533282575088	-4.90397311222622	-3.70614583648631	-6.02236781302845	-5.27594188961318	-3.70424128830095	-10.6853328257509	-7.3876522771102	-6.39993060688864	-12.270295326472	-10.270295326472	-8.94836723158468	-8.31609901608516
LLM.2016.01.24	-10.6870840236688	-4.39860241187456	-2.58292211947668	-10.4646916023323	-8.68708402366878	-4.58554599720672	-12.2720465243899	-3.54412606982674	-8.14276350744497	-6.78019342806026	-5.77220063730673	NA	-3.762271520063	-5.13249517199114	NA	-6.57160680624885	-12.2720465243899	-7.65733668027473	-5.64268990431033	-7.49068681086528	-7.27204652438994	-6.36515592878142	-7.27204652438994	NA	-5.21135059270238	-4.90572431014412	NA	-9.95011842950258	-8.74848456833293	NA	-9.36515592878142	-8.68708402366878	-9.1845836831396	-12.2720465243899	-6.96826577621284	-6.73288771328191	-4.08717118148165	-3.01701795457121	-5.76425188419124	-5.03364178506486	-3.37420106838443	-7.65733668027473	-7.74848456833293	-8.51715902222647	-9.46469160233233	NA	-5.79631309342354	-6.87972910161118
LLM.2016.02.07	-11.6848946939337	-5.12011007515019	-2.96379550522653	-10.4625022725973	-10.9479290997675	-5.45607600343783	-11.6848946939337	-2.6395900696281	-8.56941747651378	-6.79412376368847	-4.92556128673905	NA	-5.04585552045676	-8.36296659904635	NA	-7.46250227259726	NA	-8.26985719465487	-5.59037709514942	-8.81042557601757	-8.06040382902592	-7.74629523859786	-6.93000719177024	NA	-8.94792909976751	-5.37503943134692	NA	-10.2698571946549	-11.6848946939337	NA	-8.18239435340453	-9.68489469393371	-8.87753977187611	-9.94792909976751	-6.52839020825372	-6.38721414529303	-4.60097221038862	-3.26563672833667	-3.24887725575066	-4.83940464298934	-2.75415735637083	-7.59743185268337	-7.59743185268337	-8.46250227259726	-12.2698571946549	-11.6848946939337	-6.05068867419271	-6.43696718049013
LLM.2016.02.28	-11.6832870712733	-4.87593214921573	-3.05757822820887	-9.8088179533572	-10.2682495719945	-4.32280573561658	-11.2682495719945	-3.23896234502625	-9.36135897638597	-6.91069756737641	-5.08834048197956	NA	-3.98284735313224	-7.68328707127334	NA	-5.36135897638597	NA	-7.98284735313224	-6.62439338221977	-10.6832870712733	-7.8088179533572	-6.17021748903397	-7.22385545263604	NA	-6.17021748903397	-4.21840102254393	NA	-8.62439338221977	-9.94632147710713	-12.2682495719945	-9.5678098538534	-9.18078673074415	-8.5678098538534	-11.2682495719945	-6.48688985846983	-6.65353972787928	-3.31696485702752	-3.35536023576453	-8.36135897638597	-5.88454527952044	-2.59405730384881	-7.91069756737641	-7.22385545263604	-9.02032205855091	-10.0983245705522	-10.0983245705522	-6.8088179533572	-6.6100380892427
LLM.2016.03.13	NA	-4.31771287288855	-3.47877530562107	-10.6898524137297	NA	-4.88249749167208	-12.2748149144508	-3.0678005942733	-9.81538329581354	-5.9986905091766	-7.7202260627732	NA	-4.39523166483805	-9.36792431884232	NA	-7.25244710142238	NA	-7.95288681956347	-6.76702027425214	-9.68985241372968	-8.51992741228737	-10.2748149144508	-7.75125295839382	NA	-5.39829796788584	-4.92608676021976	NA	-9.95288681956347	-12.2748149144508	NA	-7.95288681956347	-8.88249749167208	-9.36792431884232	-8.95288681956347	-6.70495930611989	-6.48039904810073	-3.03402358228888	-3.31191890911358	-3.95288681956347	-5.08993957154255	-2.59182033076915	-6.95288681956347	-6.41683391932326	-9.36792431884232	NA	NA	-8.57437519630974	-6.41683391932326
LLM.2016.03.27	NA	-4.413044255489	-3.28803167592226	-12.2710252506166	-10.463670328559	-5.7791721542869	NA	-2.4138217791084	-9.18356240936623	-6.00423870992167	-7.57058553247548	NA	-4.25421696293002	-11.2710252506166	NA	-6.27102525061657	NA	-7.48966553709191	-6.3168289402297	-12.2710252506166	-10.2710252506166	-9.68606274989541	-8.18356240936623	NA	-6.38838220125473	-4.87870782783781	NA	-11.2710252506166	-11.6860627498954	NA	-8.62716906084185	-9.18356240936623	-9.94909715572921	-10.463670328559	-7.413044255489	-6.87870782783781	-3.60036900149813	-3.28518331361323	-3.46367032855897	-5.17826810969672	-3.19822271607236	-6.40066053103317	-5.83639702297985	-8.94909715572921	-11.2710252506166	NA	-5.92229709638549	-7.84476049591447
LLM.2016.04.24	NA	-6.09225030970407	-2.99667264972184	NA	-10.1121498671418	-5.79022177225441	-12.2820748685841	-2.3602339315096	-8.82264324994679	-6.316290583922	-6.90703543723716	-13.2820748685841	-3.91794021357603	-10.9601467736967	-7.924522863966	-5.29339018181192	NA	-7.3513375310212	-6.14252351618529	NA	-7.66736502446888	-5.52718736642062	-7.0341473551405	NA	-5.33370763699941	-5.17355041180592	NA	-9.0341473551405	-11.6971123678629	NA	-9.82264324994679	-9.28207486858409	-10.4747199465265	-10.1121498671418	-7.96014677369672	-8.52718736642062	-3.08608757055558	-3.4101696309249	-4.39943181922225	-5.46829367736705	-3.78422303163297	-5.54060788218294	-8.15279185163912	-8.37518427297557	-9.96014677369672	NA	-5.54736524835825	-9.28207486858409
LLM.2016.05.08	-10.9559404512895	-2.85685569039761	-3.1904057049265	-11.6929060454557	-9.95594045128948	-5.09795945616191	-12.2778685461768	-3.06354942537607	-8.63401235640212	-8.69290604545568	-6.97408779799974	NA	-5.02048070348419	-11.6929060454557	NA	-6.70801293784589	NA	-7.7232796944992	-6.02048070348419	-11.2778685461768	-6.56362302851072	-7.52298104401337	-8.81843692753954	NA	-6.92031654155876	-5.64851192609723	NA	-9.57742882803575	-10.9559404512895	NA	-7.95594045128948	-8.88555112339808	-10.6929060454557	-12.2778685461768	-3.09920369517037	-6.81843692753954	-3.3679754624068	-3.54994809161364	-6.95594045128948	-5.11296161950115	-3.44181819111877	-8.06841518054789	-6.31208426151475	-8.02994103273326	NA	NA	-6.85160379147474	-7.21177935571907
LLM.2016.05.22	-9.65418847305954	-1.9788194552231	-2.13128005950109	NA	-5.35040772488244	-9.65418847305954	NA	-5.42536978256366	-5.73135633358201	-8.38116997865313	-6.59529478400598	NA	-6.86411154243378	-5.9723644330858	NA	-7.65418847305955	NA	-8.4317960517231	-4.5112305192175	-6.26187105028079	-6.4317960517231	-6.21678316075225	-10.0692259723384	NA	NA	-7.68456212210306	NA	-10.4317960517231	-6.14111889082017	-8.28495466339383	-7.13062651700253	-6.35650792441886	NA	NA	-3.87940141345837	NA	-4.88159896916262	-4.59890603755836	-7.59529478400598	-4.23072235171012	-4.0151492995826	-10.0692259723384	-8.84683355100194	-6.86411154243378	NA	NA	-10.4317960517231	-8.7797193551434
LLM.2016.06.05	NA	-4.94287872109965	-2.38353132219316	NA	-9.36690500360575	-5.67388275702714	-9.81436398057697	-3.10136809056878	-8.41581460408669	-7.25142778618581	-7.34305826165138	NA	-4.59080101553258	-11.6888330984931	NA	-6.40343087963086	NA	-7.31959928882739	-5.23487660992196	-10.103870597772	-7.34305826165138	-9.18633275796392	-9.57335588107317	NA	-7.12404847970958	-5.3609062629843	NA	-8.75023364315725	-11.6888330984931	NA	-7.84753084451217	-10.103870597772	-9.02586808577068	-10.9518675043269	-3.3804940683537	-5.56643646713338	-3.65724675543527	-3.86016767019009	-9.10387059777195	-4.91624359459618	-2.66000613474168	-8.68883309849311	-6.81436398057697	-9.10387059777195	NA	NA	-8.62993940943954	-6.78194250288459
LLM.2016.06.15	NA	-4.80939118921412	-3.74561527878081	NA	-9.46964181723952	-5.34035880029455	-9.81756512065982	-2.72240788761948	-8.23260261993867	-6.97321599112002	-7.39435368993528	NA	-4.64764011921751	-11.692034238576	NA	-6.03859199997204	NA	-6.91944473467904	-6.35813350202253	NA	-7.6331405495224	NA	-8.81756512065982	NA	-6.53552975289597	-5.01490189392694	NA	-8.95506864440976	NA	-10.9550686444098	-8.32280042891025	-10.1070717378548	-8.75343478324011	NA	-2.77715085221391	-6.10707173785481	-3.26437220043206	-3.72049068462519	-9.18953389804678	-5.0871721804171	-2.59400215561544	-8.63314054952239	-6.9371467364125	-8.57655702115603	NA	NA	-8.57655702115603	-7.12724961979244
LLM.2016.06.19	-12.2784494582205	-2.89150921289617	-3.72578036070621	-10.6934869574993	-8.63459326844576	-7.01166291752558	-13.2784494582205	-3.54713042719542	-8.69348695749933	-7.85218470351838	-6.62023797546869	NA	-4.94305910352656	-10.2784494582205	NA	-6.19098661697014	NA	-7.63459326844576	-6.59194893103726	-10.9565213633331	-7.52356195605701	-10.2784494582205	-10.9565213633331	NA	-7.88613203544172	-5.33593495288124	NA	-9.81901783958318	-10.2784494582205	-11.6934869574993	-7.95652136333312	-9.69348695749933	-9.47109453616288	-9.95652136333312	-2.00407130497412	-6.95652136333312	-3.00932277907106	-4.33300562184257	NA	-5.96556650293613	-3.27422899190229	-9.10852445677817	-7.60602411624899	-8.42046846309291	NA	NA	-9.19098661697014	-7.52356195605701
LLM.2016.06.26	NA	-5.07703367505607	-2.24741879292419	-9.95477792500507	-10.9547779250051	-4.96382306460808	-10.6917435191713	-3.96382306460808	-8.52181851772896	-7.85044126519033	-7.16818156311426	NA	-3.40942728018277	-12.2767060198924	NA	-6.28802133312027	NA	-7.75314406383542	-4.90166658854551	NA	-8.88438859711367	-8.36981542428391	-9.02877850644884	NA	-6.69174351917127	-5.37583921191168	NA	-8.81727440125513	-12.2767060198924	NA	-8.88438859711367	-11.2767060198924	-9.36981542428391	-9.95477792500507	-4.04069182799235	-6.66199617577722	-3.20524365733581	-3.60428067792094	-10.6917435191713	-4.72981156000479	-3.3022914300869	-6.08688146101241	-7.08688146101241	-8.88438859711367	-9.18924317864209	NA	-5.53523903349128	-7.46935109783483
LLM.2016.07.03	-9.80515758948953	-7.74102725206981	-1.70856221540215	-9.94266111323946	-7.90703720350874	-5.81337809629449	-9.80515758948953	-6.18777361107599	-8.26458920812682	-9.80515758948953	-4.60637772537503	NA	-5.9699684592352	-6.05513584249787	NA	-6.5503436904607	NA	-7.87227178534806	-5.8299609804901	-7.50970170596336	-6.60637772537503	-5.56414948998573	-7.74102725206981	NA	-8.01666169468324	-5.04542068766466	NA	-8.87227178534806	-12.2645892081268	NA	-8.35769861251831	-9.01666169468324	-9.94266111323946	NA	-2.86584551618863	-8.09466420668451	-5.38807226156182	-3.2901746183213	-9.26458920812682	-4.14564813540332	-3.24917415574014	-9.56414948998573	-8.35769861251831	-6.24222139509837	NA	-10.4572342860692	-8.17712636687648	-7.50970170596336
